"dcas_bbl","dcas_hnum","display_hnum","dcas_sname","sname_1b","parcel_name","display_name","agency","primary_use_code","primary_use_text","reviewed"
"2027550001",,"","LONGFELLOW AVE","LONGFELLOW AVENUE","JAMES L LYONS SQUARE PLGD","JAMES L LYONS SQUARE PLAYGROUND","PARKS","431","PLAYGROUND",
"2027560010","1134","1134","EAST 165 STREET","EAST  165 STREET","E 165TH ST HOUSES-BRYANT AVE","E 165TH ST HOUSES-BRYANT AVENUE","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2027570001","1084","1084","BRYANT AVENUE","BRYANT AVENUE","EAST 165TH ST-BRYANT AVE","EAST 165TH ST-BRYANT AVENUE","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2027610003","875","875","IRVINE PL.","IRVINE PLACE","HUNTS POINT AVE REHAB","HUNTS POINT AVENUE REHAB","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2027810306","3","3","FARRAGUT STREET","FARRAGUT STREET","S BX MARINE TRANSFER STN/SALT","S BRONX MARINE TRANSFER STN/SALT","SANIT","1133","SOLID WASTE TRANSFER STATION",
"2027930028","1691","1691","WEEKS AVENUE","WEEKS AVENUE","PS 70 & MINI SCHOOL","PS 70 AND MINI SCHOOL","EDUC","211","ELEMENTARY SCHOOL",
"2028160005","1302","1302","GRANT AVENUE","GRANT AVENUE","DRED SCOTT BIRD SANCTUARY GARD","DRED SCOTT BIRD SANCTUARY GARDEN","PARKS","472","COMMUNITY GARDEN",
"2028160009","1310","1310","GRANT AVENUE","GRANT AVENUE","DRED SCOTT BIRD SANCTUARY GARD","DRED SCOTT BIRD SANCTUARY GARDEN","PARKS","472","COMMUNITY GARDEN",
"2028610063","1732","1732","DAVIDSON AVENUE","DAVIDSON AVENUE","DAVIDSON AVE. COMMUNITY DCC","DAVIDSON AVENUE COMMUNITY DCC","EDUC","217","EARLY CHILDHOOD CENTER",
"2028610129","1810","1810","DAVIDSON AVENUE","DAVIDSON AVENUE","DAVIDSON AVE DCC","DAVIDSON AVENUE DCC","EDUC","751","DAY CARE CENTER",
"2028630028","2038","2038","DAVIDSON AVENUE","DAVIDSON AVENUE","DAVIDSON AVE COMM CTR-STL TNT","DAVIDSON AVENUE COMM CTR-STL TNT","DCAS","1900","IN USE-TENANTED",
"2028680144","1925","1925","HARRISON AVENUE","HARRISON AVENUE","HARRISON AVE REHAB (GROUP B)","HARRISON AVENUE REHAB (GROUP B)","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2028690077","1886","1886","HARRISON AVENUE","HARRISON AVENUE","HARRISON AVE REHAB (GROUP B)","HARRISON AVENUE REHAB (GROUP B)","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2028690110","1920","1920","HARRISON AVENUE","HARRISON AVENUE","HARRISON AVE REHAB (GROUP B)","HARRISON AVENUE REHAB (GROUP B)","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2028690116","1930","1930","HARRISON AVENUE","HARRISON AVENUE","HARRISON AVE REHAB (GROUP A)","HARRISON AVENUE REHAB (GROUP A)","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2028690122","1934","1934","HARRISON AVENUE","HARRISON AVENUE","HARRISON AVE REHAB (GROUP B)","HARRISON AVENUE REHAB (GROUP B)","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2028750067","1519","1519","PLIMPTON AVENUE","PLIMPTON AVENUE","CROSS BX EXPWY-SEC-1","CROSS BRONX EXPWY-SEC-1","DOT","1520","NO USE-VACANT LAND",
"2028760227","1633","1633","NELSON AVE","NELSON AVENUE","NELSON AVE FAMILY PARK","NELSON AVENUE FAMILY PARK","PARKS","441","NEIGHBORHOOD PARK",
"2028770393","1771","1771","POPHAM AVENUE","POPHAM AVENUE","PS 109 & PLAYGROUND/MINI SCHL","PS 109 AND PLAYGROUND/MINI SCHL","EDUC","211","ELEMENTARY SCHOOL",
"2028770497","228","228","WEST TREMONT AVENUE","WEST TREMONT AVENUE","W. TREMONT AVE - SEDGEWICK AVE","W. TREMONT AVENUE - SEDGEWICK AVE","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2028770531","1793","1793","MONTGOMERY AVENUE","MONTGOMERY AVENUE","PROPOSED YW-YMCA PLAYLOT","PROPOSED YW-YMCA PLAYGROUND","EDUC","1500","NO USE",
"2028770534","1801","1801","POPHAM AVENUE","POPHAM AVENUE","PROPOSED YW-YMCA PLAYLOT","PROPOSED YW-YMCA PLAYGROUND","EDUC","1500","NO USE",
"2028880023","1640","1640","ANTHONY AVENUE","ANTHONY AVENUE","LABOR BATHGATE DCC PLAYLOT","LABOR BATHGATE DCC PLAYGROUND","EDUC","1520","NO USE-VACANT LAND",
"2028880025","1642","1642","ANTHONY AVENUE","ANTHONY AVENUE","LABOR BATHGATE DCC PLAYLOT","LABOR BATHGATE DCC PLAYGROUND","EDUC","1500","NO USE",
"2028940001","1330","1330","WEBSTER AVENUE","WEBSTER AVENUE","B. BUTLER HSES/WM HODSON SC","B. BUTLER HOUSES/WM HODSON SC","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2028970005","1600","1600","WEBSTER AVENUE","WEBSTER AVENUE","IS 147 & PLAYGROUND","IS 147 AND PLAYGROUND","EDUC","212","INTERMEDIATE SCHOOL",
"2029070010","460","460","CROSS BRONX EXPRESSWAY","CROSS BRONX EXPRESSWAY","ENG 46  LAD 27  48 PCT","ENG 46  LAD 27  48 PRECINCT","FIRE","520","FIREHOUSE",
"2029070010","460","460","CROSS BRONX EXPRESSWAY","CROSS BRONX EXPRESSWAY","ENG 46  LAD 27  48 PCT","ENG 46  LAD 27  48 PRECINCT","NYPD","510","POLICE STATION",
"2029160031",,"","WASHINGTON AVENUE","WASHINGTON AVENUE","PARK ADJACENT TO CROSS BX EXWY","PARK ADJACENT TO CROSS BRONX EXWY","DOT","1090","OTHER OUTDOOR MAINTENANCE/STORAGE FACILITY",
"2029160031",,"","WASHINGTON AVENUE","WASHINGTON AVENUE","PARK ADJACENT TO CROSS BX EXWY","PARK ADJACENT TO CROSS BRONX EXWY","PARKS","440","PARK",
"2029280028","544","544","CLAREMONT PARKWAY","CLAREMONT PARKWAY","CLAREMONT PKWY-FRANKLYN AVE","CLAREMONT PKWY-FRANKLYN AVENUE","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2029310086","1325","1325","FRANKLIN AVENUE","FRANKLIN AVENUE","CLAREMONT PKWY-FRANKLIN AVE","CLAREMONT PKWY-FRANKLIN AVENUE","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2029350007","1394","1394","FRANKLIN AVE","FRANKLIN AVENUE","FRANKLIN AVE. II CONVENTIONAL","FRANKLIN AVENUE II CONVENTIONAL","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2029450018","1826","1826","ARTHUR AVENUE","ARTHUR AVENUE","TREMONT HLTH CENTER & PARK STP","TREMONT HLTH CENTER AND PARK STP","HLTH","630","AMBULATORY HEALTH FACILITY",
"2029490006",,"","CROSS BRONX EXPRESSWAY","CROSS BRONX EXPRESSWAY","ADMIRAL FARRAGUT (PS44) PLGD","ADMIRAL FARRAGUT (PS44) PLAYGROUND","EDUC","430","PLAYGROUND/SPORTS AREA",
"2029490006",,"","CROSS BRONX EXPRESSWAY","CROSS BRONX EXPRESSWAY","ADMIRAL FARRAGUT (PS44) PLGD","ADMIRAL FARRAGUT (PS44) PLAYGROUND","PARKS","431","PLAYGROUND",
"2029510015","1919","1919","PROSPECT AVENUE","PROSPECT AVENUE","IS 193 & PLAYGROUND","IS 193 AND PLAYGROUND","EDUC","431","PLAYGROUND",
"2029510015","1919","1919","PROSPECT AVENUE","PROSPECT AVENUE","IS 193 & PLAYGROUND","IS 193 AND PLAYGROUND","PARKS","431","PLAYGROUND",
"2029620062","745","745","JENNINGS STREET","JENNINGS STREET","PS 186 DAY TREATMENT PGRM GARD","PS 186 DAY TREATMENT PGRM GARDEN","PARKS","472","COMMUNITY GARDEN",
"2029650082","1330","1330","BRISTOW STREET","BRISTOW STREET","PS 134 & MINISCHOOL","PS 134 AND MINISCHOOL","EDUC","200","EDUCATIONAL FACILITY",
"2029650199","1312","1312","BRISTOW STREET","BRISTOW STREET","MODEL T SENIOR CITIZENS GDN","MODEL T SENIOR CITIZENS GARDEN","PARKS","472","COMMUNITY GARDEN",
"2029790028",,"","HOE AVE","HOE AVENUE","HOE AVE NORTH TOT LOTS GARDEN","HOE AVENUE NORTH TOT LOTS GARDEN","PARKS","472","COMMUNITY GARDEN",
"2029790030","1221","1221","HOE AVENUE","HOE AVENUE","HOE AVE NORTH TOT LOTS GARDEN","HOE AVENUE NORTH TOT LOTS GARDEN","PARKS","472","COMMUNITY GARDEN",
"2029790031","1219","1219","HOE AVENUE","HOE AVENUE","HOE AVE NORTH TOT LOTS GARDEN","HOE AVENUE NORTH TOT LOTS GARDEN","PARKS","472","COMMUNITY GARDEN",
"2029790033","1217","1217","HOE AVENUE","HOE AVENUE","HOE AVE NORTH TOT LOTS GARDEN","HOE AVENUE NORTH TOT LOTS GARDEN","PARKS","472","COMMUNITY GARDEN",
"2029790035","1211","1211","HOE AVENUE","HOE AVENUE","HOE AVE NORTH TOT LOTS GARDEN","HOE AVENUE NORTH TOT LOTS GARDEN","PARKS","472","COMMUNITY GARDEN",
"2029790036","1209","1209","HOE AVENUE","HOE AVENUE","HOE AVE NORTH TOT LOTS GARDEN","HOE AVENUE NORTH TOT LOTS GARDEN","PARKS","472","COMMUNITY GARDEN",
"2029790055",,"","HOE AVE","HOE AVENUE","HOE AVE NORTH TOT LOTS GARDEN","HOE AVENUE NORTH TOT LOTS GARDEN","PARKS","472","COMMUNITY GARDEN",
"2029790057",,"","HOE AVE","HOE AVENUE","HOE AVE NORTH TOT LOTS GARDEN","HOE AVENUE NORTH TOT LOTS GARDEN","PARKS","474","UNDEVELOPED OPEN SPACE",
"2029820066","1533","1533","HOE AVENUE","HOE AVENUE","EAST 173RD ST.-VYSE AVE","EAST 173RD ST.-VYSE AVENUE","NYCHA","872","MUNICIPAL PARKING - OUTDOOR",
"2029890001","1520","1520","HOE AVENUE","HOE AVENUE","EAST 173RD ST-VYSE AVE","EAST 173RD ST-VYSE AVENUE","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2029890011","1566","1566","HOE AVENUE","HOE AVENUE","EAST 173RD ST.-VYSE AVE","EAST 173RD ST.-VYSE AVENUE","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2029900011","1700","1700","HOE AVENUE","HOE AVENUE","HOE AVE. - E. 173RD ST","HOE AVENUE - E. 173RD ST","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2029970030","1705","1705","BRYANT AVENUE","BRYANT AVENUE","BRYANT AVE  E 174 ST PROJECTS","BRYANT AVENUE  E 174 ST PROJECTS","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2030080030","1001","1001","BOONE AVENUE","BOONE AVENUE","PS 66 & PLAYGROUND","PS 66 AND PLAYGROUND","EDUC","431","PLAYGROUND",
"2030150058","1787","1787","WEST FARMS ROAD","WEST FARMS ROAD","SEC. STATION 92  BX FORCEMENT","SEC. STATION 92  BRONX FORCEMENT","SANIT","1370","SANITATION SECTION STATION",
"2030240021","2400","2400","MARION AVENUE","MARION AVENUE","PS 85 & MINI SCHOOL","PS 85 AND MINI SCHOOL","EDUC","211","ELEMENTARY SCHOOL",
"2030310009","4553-47","4553-47","PARK AVENUE","PARK AVENUE","WEBSTER AVENUE COMMUNITY PLGD","WEBSTER AVENUE COMMUNITY PLAYGROUND","PARKS","431","PLAYGROUND",
"2030310010","407","407","EAST 183 STREET","EAST  183 STREET","WEBSTER AVENUE COMMUNITY PLGD","WEBSTER AVENUE COMMUNITY PLAYGROUND","PARKS","431","PLAYGROUND",
"2030440021","1992","1992","WASHINGTON AVENUE","WASHINGTON AVENUE","BATHGATE DCC PLAYLOT","BATHGATE DCC PLAYGROUND","EDUC","434","ACCESSORY PLAY AREA",
"2030440022","1540","1540","BOSTON ROAD","BOSTON ROAD","BATHGATE DCC PLAYLOT","BATHGATE DCC PLAYGROUND","ACS","434","ACCESSORY PLAY AREA",
"2030580045","531","531","EAST 188 STREET","EAST  188 STREET","COLUMBUS SQUARE/IS 45 PLAYGRND","COLUMBUS SQUARE/IS 45 PLAYGROUND","EDUC","434","ACCESSORY PLAY AREA",
"2030620006","2120","2120","QUARRY ROAD","QUARRY ROAD","EAST 180TH ST.- MONTEREY AVE","EAST 180TH ST.- MONTEREY AVENUE","EDUC","211","ELEMENTARY SCHOOL",
"2030620006","2120","2120","QUARRY ROAD","QUARRY ROAD","EAST 180TH ST.- MONTEREY AVE","EAST 180TH ST.- MONTEREY AVENUE","NYCHA","451","RECREATION CENTER/GYMNASIUM",
"2030620021","2111","2111","LAFONTAINE AVENUE","LAFONTAINE AVENUE","EAST 180TH ST-MONTEREY AVE","EAST 180TH ST-MONTEREY AVENUE","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2030730013","2344","2344","ARTHUR AVENUE","ARTHUR AVENUE","ARTHUR AVE RETAIL MARKET","ARTHUR AVENUE RETAIL MARKET","DSBS","1900","IN USE-TENANTED",
"2030730013","2344","2344","ARTHUR AVENUE","ARTHUR AVENUE","ARTHUR AVE RETAIL MARKET","ARTHUR AVENUE RETAIL MARKET","EDC","1900","IN USE-TENANTED",
"2030730020","610","610","EAST  186 STREET","EAST  186 STREET","BELMONT REGIONAL BRANCH LIBR","BELMONT REGIONAL BRANCH LIBRARY","NYPL","332","BRANCH LIBRARY",
"2030840001","2239","2239","CROTONA AVENUE","CROTONA AVENUE","PS 51 A/K/A BX NEW SCL (X781)","PS 51 A/K/A BRONX NEW SCL (X781)","EDUC","200","EDUCATIONAL FACILITY",
"2030850001","690","690","EAST  183 STREET","EAST  183 STREET","PS 32 & MINI SCHOOL","PS 32 AND MINI SCHOOL","EDUC","211","ELEMENTARY SCHOOL",
"2030890044","2345","2345","BEAUMONT AVENUE","BEAUMONT AVENUE","BELMONT COMMUNITY DCC PLAYLOT","BELMONT COMMUNITY DCC PLAYGROUND","EDUC","434","ACCESSORY PLAY AREA",
"2030890045","2343","2343","BEAUMONT AVENUE","BEAUMONT AVENUE","BELMONT COMMUNITY DCC PLAYLOT","BELMONT COMMUNITY DCC PLAYGROUND","EDUC","434","ACCESSORY PLAY AREA",
"2031090001","2050","2050","PROSPECT AVENUE","PROSPECT AVENUE","PS 129 & PS 234","PS 129 AND PS 234","EDUC","211","ELEMENTARY SCHOOL",
"2031090001","2050","2050","PROSPECT AVENUE","PROSPECT AVENUE","PS 129 & PS 234","PS 129 AND PS 234","PARKS","460","SPECIAL RECREATIONAL FACILITY - OUTDOOR",
"2031150021","2475","2475","SOUTHERN BOULEVARD","SOUTHERN BOULEVARD","PS 205-A & 205-B","PS 205-A AND 205-B","EDUC","211","ELEMENTARY SCHOOL",
"2031230072","2035","2035","HONEYWELL AVENUE","HONEYWELL AVENUE","DALY AVE./HISPANOS UNIDOS GDN","DALY AVE./HISPANOS UNIDOS GARDEN","PARKS","472","COMMUNITY GARDEN",
"2031230073","2033","2033","HONEYWELL AVENUE","HONEYWELL AVENUE","DALY AVE./HISPANOS UNIDOS GDN","DALY AVE./HISPANOS UNIDOS GARDEN","PARKS","472","COMMUNITY GARDEN",
"2031230074","887","887","EAST 179 STREET","EAST  179 STREET","DALY AVE/HISPANOS UNIDOS GDN","DALY AVE/HISPANOS UNIDOS GARDEN","PARKS","472","COMMUNITY GARDEN",
"2049500009",,"","E 233 ST","EAST  233 STREET","IRT DYRE AVE LINE R.O.W","IRT DYRE AVENUE LINE R.O.W","MTA","861","TRANSIT WAY",
"2031430155","365","365","FORD STREET","FORD STREET","TWIN PARKS WEST(SITES 1 & 2 )","TWIN PARKS WEST(SITES 1 AND 2 )","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2031430167","2251","2251","WEBSTER AVENUE","WEBSTER AVENUE","TWIN PARKS WEST (SITES 1 & 2)","TWIN PARKS WEST (SITES 1 AND 2)","NYCHA","479","OTHER OPEN SPACE",
"2031430206","2273","2273","WEBSTER AVENUE","WEBSTER AVENUE","TWIN PARKS WEST (SITES 1 & 2)","TWIN PARKS WEST (SITES 1 AND 2)","NYCHA","479","OTHER OPEN SPACE",
"2031430234","2291","2291","WEBSTER AVENUE","WEBSTER AVENUE","TWIN PARKS WEST (SITES 1 & 2)","TWIN PARKS WEST (SITES 1 AND 2)","NYCHA","872","MUNICIPAL PARKING - OUTDOOR",
"2031490037","250","250","E. 180 ST.","EAST  180 STREET","46 PCT OFF-STREET PARKING","46 PRECINCT OFF-STREET PARKING","NYPD","1020","OUTDOOR PARKING",
"2031490042","264-26","264-26","EAST 180 ST","EAST  180 STREET","46 PCT OFF-STREET PARKING","46 PRECINCT OFF-STREET PARKING","NYPD","1020","OUTDOOR PARKING",
"2031490090","2120","2120","RYER AVENUE","RYER AVENUE","N.Y.C.P.D. 46TH PRECINCT","NYPD 46TH PRECINCT","NYPD","510","POLICE STATION",
"2031490101","2119","2119","VALENTINE AVENUE","VALENTINE AVENUE","46 PCT OFF-STREET PARKING","46 PRECINCT OFF-STREET PARKING","NYPD","1020","OUTDOOR PARKING",
"2031490106",,"","VALENTINE AVENUE","VALENTINE AVENUE","46 PCT. OFF STREET PARKING","46 PRECINCT OFF STREET PARKING","NYPD","1020","OUTDOOR PARKING",
"2031690020","2096","2096","MORRIS AV","MORRIS AVENUE","WALTON AVE AB PARK","WALTON AVENUE AB PARK","PARKS","440","PARK",
"2031690026","2116","2116","MORRIS AVENUE","MORRIS AVENUE","WALTON AVE AB PARK","WALTON AVENUE AB PARK","PARKS","440","PARK",
"2031790035","2115","2115","WALTON AVE","WALTON AVENUE","WALTON AVE AA PARK","WALTON AVENUE AA PARK","PARKS","440","PARK",
"2031880014","2412","2412","JEROME AVENUE","JEROME AVENUE","PS 33 & PLAYGROUND","PS 33 AND PLAYGROUND","EDUC","431","PLAYGROUND",
"2031940050","2081-83","2081-83","DAVIDSON AVENUE","DAVIDSON AVENUE","DAVIDSON AVE COMM PLAYGROUND","DAVIDSON AVENUE COMM PLAYGROUND","PARKS","431","PLAYGROUND",
"2032010001","2502","2502","DAVIDSON AVENUE","DAVIDSON AVENUE","DAVIDSON AVE. COMM. GARDENERS","DAVIDSON AVENUE COMM. GARDENERS","PARKS","440","PARK",
"2032070040","2220","2220","AQUEDUCT AVENUE","AQUEDUCT AVENUE","PS 91 & MINI SCHOOL","PS 91 AND MINI SCHOOL","EDUC","211","ELEMENTARY SCHOOL",
"2032220100","1900","1900","SEDGWICK AVENUE","SEDGWICK AVENUE","PS 226 & PS226 ANNEX","PS 226 AND PS226 ANNEX","EDUC","211","ELEMENTARY SCHOOL",
"2032390004","2660","2660","BAILEY AVENUE","BAILEY AVENUE","BAILEY AVE&WEST 193 ST PROJECT","BAILEY AVENUE AND WEST 193 ST PROJECT","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2032460088",,"","SEDGWICK AVENUE","SEDGWICK AVENUE","ACCESS-JEROME PK BLOWOFF CHMBR","ACCESS-JEROME PARK BLOWOFF CHMBR","DEP","1129","OTHER WATER SUPPLY FACILITY",
"2032470070","2780","2780","RESERVOIR AVENUE","RESERVOIR AVENUE","WALTON HS & PS 86/MINI SCHOOL","WALTON HS AND PS 86/MINI SCHOOL","EDUC","200","EDUCATIONAL FACILITY",
"2032510201","30-40","30-40","WEST MOSHOLU PARKWAY SOU","WEST MOSHOLU PARKWAY SOUTH","DEWITT CLINTON & BRNX SCI HS'S","DEWITT CLINTON AND BRONX SCI HS'S","EDUC","213","ACADEMIC HIGH SCHOOL",
"2032510450",,"","PAUL AVENUE","PAUL AVENUE","JEROME AVE IRT YDS","JEROME AVENUE IRT YDS","MTA","863","TRANSIT YARD",
"2032610102","3340","3340","BAILEY AVENUE","BAILEY AVENUE","FORT INDEPENDENCE ST-HEATH AVE","FORT INDEPENDENCE ST-HEATH AVENUE","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2032720001",,"","SOUTHERN BOULEVARD","SOUTHERN BOULEVARD","NY BOTANICAL GARDEN/BX PARK","NY BOTANICAL GARDEN BRONX PARK","CULT","350","BOTANICAL GARDEN",
"2032720001",,"","SOUTHERN BOULEVARD","SOUTHERN BOULEVARD","NY BOTANICAL GARDEN/BX PARK","NY BOTANICAL GARDEN BRONX PARK","PARKS","440","PARK",
"2033360035","149","149","EAST MOSHOLU PARKWAY","EAST MOSHOLU PARKWAY","PS 80 & JHS 80","PS 80 AND JHS 80","EDUC","200","EDUCATIONAL FACILITY",
"2033380054","3309","3309","BAINBRIDGE AVENUE","BAINBRIDGE AVENUE","BX COUNTY HISTORICAL SOCIETY","BRONX COUNTY HISTORICAL SOCIETY","CULT","390","OTHER CULTURAL FACILITY",
"2033430500","3266","3266","BAINBRIDGE AVENUE","BAINBRIDGE AVENUE","VARIAN HOUSE PK","VARIAN HOUSE PARK","PARKS","440","PARK",
"2034400012",,"","BRONX RIVER AVENUE","BRONX RIVER AVENUE","HARDING PARK.BEAUTIFICATION PK","HARDING PARK.BEAUTIFICATION PARK","PARKS","440","PARK",
"2035240020","560","560","THERIOT AVENUE","THERIOT AVENUE","PS 69 & MINI SCHOOL","PS 69 AND MINI SCHOOL","EDUC","211","ELEMENTARY SCHOOL",
"2035650001","65","65","RANDALL AVENUE","RANDALL AVENUE","PLAYGND-A STEVNSON HS/SE BX HS","PLAYGROUND A STEVNSON HS/SE BRONX HS","EDUC","431","PLAYGROUND",
"2035660001",,"",,,"ATHLTC FLD A STEVNSON/SE BX HS","ATHLTC FLD A STEVNSON/SE BRONX HS","EDUC","432","PLAYING FIELD",
"2035700001","2140","2140","SEWARD AVENUE","SEWARD AVENUE","CASTLE HILL HSES & SENIOR CNTR","CASTLE HILL HOUSES AND SENIOR CNTR","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2036040039","1980","1980","LAFAYETTE AVENUE","LAFAYETTE AVENUE","ADLAI STEVENSON/SO E BX. HS","ADLAI STEVENSON/SO E BRONX HS","EDUC","213","ACADEMIC HIGH SCHOOL",
"2036370001","1790","1790","STORY AVENUE","STORY AVENUE","JAMES MONROE HSES & SENR CNTR","JAMES MONROE HOUSES AND SENR CNTR","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2036410001","800","800","TAYLOR AVENUE","TAYLOR AVENUE","PS 100 & PLAYGROUND  (JOP)","PS 100 AND PLAYGROUND  (JOP)","EDUC","211","ELEMENTARY SCHOOL",
"2036410001","800","800","TAYLOR AVENUE","TAYLOR AVENUE","PS 100 & PLAYGROUND  (JOP)","PS 100 AND PLAYGROUND  (JOP)","PARKS","431","PLAYGROUND",
"2036440001","885","885","BOLTON AVENUE","BOLTON AVENUE","JHS 131 & PLAYGROUND","JHS 131 AND PLAYGROUND","EDUC","212","INTERMEDIATE SCHOOL",
"2036440001","885","885","BOLTON AVENUE","BOLTON AVENUE","JHS 131 & PLAYGROUND","JHS 131 AND PLAYGROUND","PARKS","431","PLAYGROUND",
"2036600003","900","900","FTELEY AVENUE","FTELEY AVENUE","N.Y.C.P.D. 43RD PRECINCT","NYPD 43RD PRECINCT","NYPD","510","POLICE STATION",
"2037020049",,"","ZEREGA AVENUE","ZEREGA AVENUE","THROGS NECK SEWAGE PUMP STA","THROGS NECK SEWAGE PUMP STATION","DEP","1112","WASTEWATER PUMPING STATION",
"2037150023","1044","1044","BOYNTON AVENUE","BOYNTON AVENUE","BOYNTON AVE REHAB","BOYNTON AVENUE REHAB","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2037180001","1011-25","1011-25","MORRISON AVENUE","MORRISON AVENUE","JHS 123 MINI-SCHL & PLAYGROUND","JHS 123 MINI-SCHL AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"2037370001","1471","1471","WATSON AVENUE","WATSON AVENUE","1471 WATSON AVE PROJECT","1471 WATSON AVENUE PROJECT","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2037690001",,"","EAST 172 STREET","EAST  172 STREET","BRONX RIVER PARK/STARLIGHT PK","BRONX RIVER PARK/STARLIGHT PARK","PARKS","440","PARK",
"2037750025","1250","1250","WARD AVENUE","WARD AVENUE","PS 77 & MINI SCHOOL","PS 77 AND MINI SCHOOL","EDUC","211","ELEMENTARY SCHOOL",
"2037890021","1075","1075","PUGSLEY AVENUE","PUGSLEY AVENUE","PS 119 & PLAYGROUND (JOP)","PS 119 AND PLAYGROUND (JOP)","EDUC","211","ELEMENTARY SCHOOL",
"2037890021","1075","1075","PUGSLEY AVENUE","PUGSLEY AVENUE","PS 119 & PLAYGROUND (JOP)","PS 119 AND PLAYGROUND (JOP)","PARKS","431","PLAYGROUND",
"2038600001",,"",,,"H. LEHMAN HS-PLYGRD/ATHLTC FLD","H. LEHMAN HS-PLAYGROUND ATHLTC FLD","EDUC","430","PLAYGROUND/SPORTS AREA",
"2038610014",,"","E 172ND STREET","EAST  172 STREET","STARLIGHT PARK/BRONX RIVER PK","STARLIGHT PARK/BRONX RIVER PARK","PARKS","471","NATURAL AREA/WETLAND/WILDLIFE REFUGE",
"2038640001","1300","1300","BOYNTON AVENUE","BOYNTON AVENUE","J. MONROE HS & ATHLTC FIELD","J. MONROE HS AND ATHLTC FIELD","EDUC","213","ACADEMIC HIGH SCHOOL",
"2038660031","1350","1350","MANOR AVENUE","MANOR AVENUE","BX RIVER HOUSES ADDITION","BRONX RIVER HOUSES ADDITION","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2038680033","1630","1630","EAST 174 STREET","EAST  174 STREET","BX RIVER HOUSES ADDITION","BRONX RIVER HOUSES ADDITION","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2038860002","1595","1595","EAST 174 STREET","EAST  174 STREET","BRONX RIVER HSES/NEIGHBORHD SC","BRONX RIVER HOUSES/NEIGHBORHD SC","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2039040034","1100","1100","EAST 177 STREET","EAST  177 STREET","DYRE AVE. ROW","DYRE AVENUE ROW","MTA","920","GARAGE",
"2039070001",,"","BRONX PARK AVEN","BRONX PARK","IRT DYRE AVE LINE","IRT DYRE AVENUE LINE","MTA","861","TRANSIT WAY",
"2039080010","0","","EAST  178 STREET","EAST  178 STREET","IRT DYRE AVE LINE AND STATION","IRT DYRE AVENUE LINE AND STATION","MTA","861","TRANSIT WAY",
"2039470017",,"",,,"PS 106/JOP PLYGRND/COMFORT STA","PS 106/JOP PLAYGROUND COMFORT STATION","EDUC","430","PLAYGROUND/SPORTS AREA",
"2039470017",,"",,,"PS 106/JOP PLYGRND/COMFORT STA","PS 106/JOP PLAYGROUND COMFORT STATION","PARKS","431","PLAYGROUND",
"2039480055","1560","1560","PURDY STREET","PURDY STREET","JHS 127 & JOP PLAYGROUND","JHS 127 AND JOP PLAYGROUND","EDUC","212","INTERMEDIATE SCHOOL",
"2039480055","1560","1560","PURDY STREET","PURDY STREET","JHS 127 & JOP PLAYGROUND","JHS 127 AND JOP PLAYGROUND","PARKS","431","PLAYGROUND",
"2039630043","2125","2125","GLEBE AVENUE","GLEBE AVENUE","GLEBE AVE-WESTCHESTER AVE","GLEBE AVE-WESTCHESTER AVENUE","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"2040720014",,"","PONTON AVENUE","PONTON AVENUE","BLONDELL AVE","BLONDELL AVENUE","DOT","880","ROAD/HIGHWAY",
